Sex,Fur,Eyes,Eyewear,Top,Neck,Head,Mouth,Nose,Ears,Expression,Background,Music,Dance
Female,Winter,Green (Dilated),,Puffer Jacket,,Tuft (Base),Cigarette,,Gold Studs,Mouth Open (Right),Thank You For Having Us,Ear Wobbler,Groove
Male,Sandy,Green,Heart Glasses,,FLUF Logo Chain,,Pipe,Diamond Stud,,Mouth Open (Right),Swamp,Hop On By,Groove
Female,Winter,Scribble,,Gold Jacket,,,Lipstick,Bull Ring,,Blank,Mansion,NFT (Instrumental),Round
Male,Ice Cream,Blue,Heart Glasses,,Bowtie (Gold),Flower Crown,,,Santa Hat,Blank,Heaven,Beyond the Gates,Side To Side
Female,Moody Blue,Yellow,Star Glasses,,Dog Tags,Mullet (Orange),Lipstick,Gold Ring,Gold Rings,Blank,Mansion,Dubhop,Round
Male,Brown,Green (Dilated),,White Singlet,Collar (Black),,Lollipop,,,Anger,The Front,L.O.V.E.,Round
Female,Marshmellow,Cat (Brown),,Kimono,,Tuft (Black),Lip Piercings,,Steel Studs,Smile,Spaceship,Back in the Burrow,Subtle Nod
Male,Sky,Xs,,,Dog Tags,Gold Cap,,Steel Stud,,Sad,Swamp,Floating or Flying,Side To Side
Male,Cheetah,Green (Dilated),Cyberpunk Glasses,Flannel Jacket,Dog Tags,Bandana,Joint,Bull Ring,Gold Studs,Mouth Open (Right),Mansion,Hop With Me,Groove
Male,Black & White,Blue,Sunglasses,,Lei,Sombrero,,Gold Ring,Steel Rings,Grin,Spaceship,Run Rabbit,Round
Male,Honeycomb,Fire,,Kimono,,Tuft (Base),Party Horn,Clown Nose,,Mouth Open (Left) + Wink,Mansion,Hop On By,Subtle Nod
Male,Grey,Blue,Neon Glasses,,Bowtie (Red),Conical Hat,Joint,,,Mouth Open (Right),Heaven,Electric Carrots,Side Nod
Male,Red,Cat (Brown),,,Tie,Tennis Hat,Cigarette,Gold Stud,Steel Rings,Mouth Open (Right),Mansion,Dubhop,Subtle Nod
Female,Zebra,Fire,Star Glasses,,Lei,,Whistle,Bull Ring,Red Ribbon,Mouth Open (Middle),Fluf Haus LA 2022,NFT (Instrumental),Subtle Nod
Male,Peppermint,Green,,Kimono,Collar (Black),,Whistle,,Diamond Cross Earring,Mouth Open (Middle),FTW (F*ck The War),Ear Wobbler,Round
Female,Orange,Brown,Bug Eye Glasses,Kimono,,Beanie,Lip Piercings,Steel Stud,Steel Studs,Smile + Wink,Garden,Run Rabbit,Big Nod
Male,Brown,Blue,3D Glasses,Flannel Jacket,Bone Necklace,Cowboy Hat,Carrot,Steel Stud,,Mouth Open (Right),Swamp,Coffee and Carrots,Groove
Male,Grinch,Green,Bug Eye Glasses,,,Beanie,Carrot,Bone,,Mouth Open (Right),Gallery,Floating or Flying,Round
Female,Zebra,Green,,,Bowtie (Gold),Halo,,Gold Stud,Steel Studs,Blank,Pass,Dubhop,Groove
Male,Brown,Purple,,Yellow Rabbit Singlet,Glowstick Necklace,Mullet (Base),Lip Piercings,Bone,Gold Rings,Smile + Wink,FTW (F*ck The War),Hop On By,Groove
Female,Sky,Purple,Star Glasses,Dress,Glowstick Necklace,,,Steel Stud,Steel Rings & Studs,Blank,ASTO Discovery Portal,Messiah,Round
Male,Highlighter,Heart (Blue),,Sign My Carrot Singlet,,,Cigar,Bull Ring,Bandaged,Mouth Open (Right),Tiki,Hop On By,Bob
Female,Grey,Cat (Blue),,,Peace Necklace,Afro (Base),Carrot,,Steel Studs,Mouth Open (Right),Beach,FLUF You Up,Bob
Male,Honeycomb,Brown,Speed Glasses,,,Pirate Hat,Carrot,Bull Ring,Gold Studs,Mouth Open (Right),Spaceship,Hop On By,Big Nod
Male,Sandy,Blue,Fake Eyelashes,Sign My Carrot Singlet,,Tuft (Base),Lollipop,Gold Stud,Gold Rings & Studs,Mouth Open (Left),Swamp,Floating or Flying,Groove
Male,Candy Floss,Green,Speed Glasses,,,Mohawk (Red),Pacifier,,Steel Rings,Mouth Open (Middle),Dunes,Hop On By,Groove
Male,Winter,Yellow,,Voxel Rabbit Singlet,Collar (Black),Tuft (Base),Party Horn,Steel Ring,Steel Rings & Studs,Mouth Open (Left),Star Explorer,How You Feel,Groove
Female,Moody Blue,Purple Rings,,Boob Tube,Collar (Pink),Tuft (Black),Joint,,FLUF Tag,Mouth Open (Right) + Wink,Backalley,Disco Rabbit,Round
Male,Guernica,Blue,Bug Eye Glasses,FLUF Jacket,,Sombrero,Lollipop,,Steel Studs,Anger,Gallery,What the FLUF,Groove
Male,Moody Blue,Green (Dilated),,Black FLUF Singlet,Headphones,Tennis Hat,,Bull Ring,Steel Studs,Smile,Gallery,Dubhop,Bob
Male,Sandy,Blast,Eye Patch,Boob Tube,,Beanie,Whistle,,Bit Ear,Mouth Open (Middle),Spaceship,FLUF You Up,Side To Side
Female,Grey,Cat (Blue),,Digital Camo Singlet,Headphones,Afro (Ginger),Carrot,Bull Ring,,Mouth Open (Right),Lambo,Messiah,Side To Side
Male,Raspberry Ripple,Mandala,,,,Tuft (Blonde),,,Gold Studs,Sad,Gallery,Ear Wobbler,Round
Male,Zombie (Grey),Zombie (Inverted),,,,Sombrero,Carrot,Steel Ring,FLUF Tag,Mouth Open (Right),Gallery,Beyond the Gates,Groove
Male,Cow,Blue,Sunglasses,Puffer Vest,,Tuft (Base),,Bone,,Sad,Swamp,Ear Wobbler,Side To Side
Female,Retro,Reptile (White),,,,Sun Visor,,Steel Ring,Gold Studs,Blank,Mystic Valley,Stardust,Side To Side
Male,Black & White,Green,Designer Glasses,Camo Jacket,,Birthday Hat,Joint,Bull Ring,,Mouth Open (Right),Desert,Let The Story Begin,Subtle Nod
Male,Darkness,Dead,,FLUF Jacket,Bowtie (Gold),Mullet (Orange),Lip Piercings,Clown Nose,Bandaged,Smile + Wink,Spaceship,Hop On By,Round
Male,Winter,Blue,,Yellow Rabbit Singlet,,FLUF Cap,,,Steel Studs,Anger,FTW (F*ck The War),How You Feel,Bob
Female,Ice Cream,Brown,Round Glasses,Leather Vest,Bone Necklace,Sombrero,,Gold Stud,,Smile,Dunes,Follow You,Bob
Female,Black & White,Yellow,Designer Glasses,Black FLUF Singlet,Peace Necklace,,,,,Blank,Gallery,What the FLUF,Side To Side
Male,Black & White,Blue,,,Bone Necklace,,Cigar,Diamond Stud,Gold Rings,Mouth Open (Right),Heaven,Hop With Me,Side Nod
Male,Sandy,Red,,,Lei,Sun Visor,,,Steel Rings,Blank,Garden,All I Need,Bob
Male,Cheetah,Green,Star Glasses,Voxel Rabbit Singlet,Bowtie (Black),Mullet (Base),,,Red Ribbon,Sad,After Party,Back in the Burrow,Groove
Male,Brown,Brown,,Holographic Jacket,Dog Tags,,Party Horn,,Steel Rings & Studs,Anger,Tiki,Disco Rabbit,Big Nod
Male,Marshmellow,Reptile (Cream),,Digital Camo Singlet,VIP lanyard,,Medical Mask,,Gold Studs,Blank,FLUF Haus Miami 2021,FLUF Ocean,Groove
Male,Black & White,Blue,Dive Goggles,,Bowtie (Black),,Lollipop,,Steel Rings & Studs,Anger,Gallery,What the FLUF,Round
Male,Parrot,Green,,Digital Camo Singlet,,Sun Visor,Cigar,Gold Ring,,Mouth Open (Right) + Wink,Swamp,Hop With Me,Side To Side
Male,Black & White,Blast,Cyberpunk Glasses,Flannel Jacket,,,Pipe,Bull Ring,,Mouth Open (Right) + Wink,FLUF Haus Miami 2021,FLUF Ocean,Big Nod
Male,Zombie (Green),Zombie (Inverted),,,,Army Helmet,Joint,Steel Ring,Steel Rings & Studs,Mouth Open (Right) + Wink,Gallery,Ear Wobbler,Big Nod
Male,Marshmellow,Cat (Brown),Designer Glasses,White Singlet,Bowtie (Red),Beanie,,,Gold Rings & Studs,Blank,Beach,I Love FLUF,Side Nod
Male,Parrot,Heart (Red),Star Glasses,FLUF Jacket,,Beanie,,,,Smile + Wink,Backalley,Hop On By,Subtle Nod
Male,Grey,Brown,Round Glasses,Yellow Rabbit Singlet,Bowtie (Red),Cowboy Hat,Pipe,,Bandaged,Mouth Open (Right),Swamp,Rabbiton,Big Nod
Male,Darkness,Dollars,,,VIP lanyard,Gold Cap,,Steel Stud,Steel Rings & Studs,Blank,Lambo,I Love FLUF,Big Nod
Male,Marshmellow,Cat (Brown),,Digital Camo Singlet,Dog Tags,Afro (Ginger),Lollipop,Bull Ring,Steel Rings & Studs,Mouth Open (Left),Backalley,Dubhop,Side Nod
Female,Red,Blue,Bug Eye Glasses,Puffer Vest,,Mullet (Orange),Lip Piercings,,Red Ribbon,Smile,Lambo,I Like to Party,Bob
Male,Orange,Yellow,Eye Patch,High Vis Vest,,Conical Hat,,,Gold Studs,Blank,Markets,Back in the Burrow,Side Nod
Female,Winter,Green,,Dress,Bowtie (Red),FLUF Cap,Lollipop,Diamond Stud,Gold Rings & Studs,Mouth Open (Left),Mystic Valley,Ear Wobbler,Groove
Female,Grey,Green (Dilated),,Leather Vest,Gold Chain,,Lollipop,Bull Ring,Steel Rings,Mouth Open (Left),Gallery,Electric Carrots,Subtle Nod
Male,Zebra,Heart (Blue),,Dress,Greenstone,Beanie,Cigarette,,,Mouth Open (Right) + Wink,Playa,Back in the Burrow,Groove
Male,Cow,Green,Round Glasses,Kimono,Bowtie (Gold),,Cigarette,,Gold Studs,Mouth Open (Right),Pass,Electric Carrots,Bob
Male,Red,Yellow,,,Tie,Tuft (Base),,Gold Stud,FLUF Tag,Smile + Wink,Tiki,Eating Carrots in the Dark,Side To Side
Male,Brown,Purple,Star Glasses,,,Mullet (Base),Lollipop,Bull Ring,,Mouth Open (Left),Mansion,Follow You,Subtle Nod
Female,Zombie (Green),Inverted,,,Bowtie (Gold),Bandana,,,FLUF Tag,Blank,Markets,Rabbiton,Round
Male,Blue Blood,Portal,,,Collar (Black),Sombrero,Lollipop,Steel Ring,FLUF Tag,Mouth Open (Left) + Wink,Dunes,Back in the Burrow,Subtle Nod
Male,Hawk,Brown,Sunglasses,Leather Vest,Gold Chain,,Pipe,Bone,Steel Rings & Studs,Mouth Open (Right),After Party,What the FLUF,Bob
Male,Darkness,Inverted,Designer Glasses,Kimono,Collar (Black),Beer Hat,,Bloody,,Grin,Spaceship,Floating or Flying,Side To Side
Male,Black & White,Blast,,,Peace Necklace,,Lollipop,Steel Stud,Gold Rings & Studs,Mouth Open (Left),Backalley,Reggae Rabbits,Side To Side
Male,Moody Blue,Brown,,Sign My Carrot Singlet,Collar (Pink),Mullet (Black),Pipe,Bull Ring,Diamond Studs,Mouth Open (Right),Markets,Space Fluffle,Groove
Male,Grey,Red,,Holographic Jacket,Bowtie (Black),,,Steel Stud,Gold Rings & Studs,Blank + Wink,Gallery,Floating or Flying,Groove
Male,Cow,Yellow,Shutter Glasses,,Collar (Black),Afro (Base),Pipe,,Steel Rings & Studs,Mouth Open (Right),Backalley,FLUF You Up,Groove
Male,Raspberry Ripple,Scribble,,,Bone Necklace,Afro (Base),Lollipop,Bull Ring,Santa Hat,Mouth Open (Left) + Wink,Club,Dubhop,Round
Male,Zombie (Black),Zombie,Eye Patch,,Collar (Pink),Holographic Cap,Pipe,Clown Nose,FLUF Tag,Mouth Open (Right),Markets,Eating Carrots in the Dark,Side To Side
Male,Winter,Cat (Blue),,,Bowtie (Red),Mullet (Base),Joint,Steel Ring,,Mouth Open (Right),Tiki,Back in the Burrow,Bob
Male,Darkness,Mandala,,Pink Jacket,Dog Tags,,Lip Piercings,Bone,Gold Bows,Smile + Wink,Lambo,Dubhop,Big Nod
Female,Honeycomb,Green,Round Glasses,Boob Tube,Collar (Pink),,Cigarette,,Diamond Studs,Mouth Open (Right) + Wink,Mansion,FLUF You Up,Subtle Nod
Female,Orange,Blue,Sunglasses,Pink Jacket,,Flower Crown,Tongue Out,Diamond Stud,,Smile,Pass,Run Rabbit,Bob
Male,Brown,Cat (Blue),Shutter Glasses,High Vis Vest,Bowtie (Red),Afro (Ginger),Lip Piercings,Gold Stud,,Smile,Lambo,Follow You,Bob
Male,Darkness,Dead,Speed Glasses,,,Cowboy Hat,Pacifier,Gold Stud,,Mouth Open (Middle),Dunes,Ear Wobbler,Round
Female,Zebra,Green (Dilated),Shutter Glasses,Black FLUF Singlet,Collar (Pink),,Lollipop,,Gold Rings,Anger,Beach,Reggae Rabbits,Subtle Nod
Female,Darkness,Cat (Blue),,,Gold Chain,,,Bone,Steel Rings,Blank + Wink,Tiki,Run Rabbit,Bob
Male,Grey,Blue,,Sign My Carrot Singlet,Collar (Black),Propeller Hat,Lollipop,,Steel Studs,Mouth Open (Left),Backalley,Dubhop,Side To Side
Female,Tie Dye,Brown,Aviators,,Bowtie (Black),Pirate Hat,Lollipop,Steel Stud,Steel Studs,Anger,The Wall,What the FLUF,Round
Male,Peppermint,Green,Speed Glasses,Camo Jacket,Bowtie (Gold),,Lip Piercings,Gold Stud,Red Ribbon,Smile + Wink,FTW (F*ck The War),Eating Carrots in the Dark,Bob
Male,Camo,Green (Dilated),,Sign My Carrot Singlet,Greenstone,Propeller Hat,Joint,Steel Ring,,Mouth Open (Right),Backalley,Dubhop,Big Nod
Male,Winter,Cat (Blue),,,Bone Necklace,Bandana,,Diamond Stud,,Blank,Beach,Coffee and Carrots,Side Nod
Male,Black & White,Reptile (White),Star Glasses,,Glowstick Necklace,Bandana,Whistle,Bull Ring,Steel Studs,Mouth Open (Middle),Heaven,Coffee and Carrots,Big Nod
Male,Sky,Blast,,,Bone Necklace,Mohawk (Base),,Bull Ring,Steel Rings,Grin,Gallery,Electric Carrots,Side Nod
Male,Cheetah,Glowing Red,,Puffer Vest,Bowtie (Red),Birthday Hat,Joint,Bull Ring,,Mouth Open (Right),Backalley,What the FLUF,Bob
Male,Sandy,Purple,,Digital Camo Singlet,Bowtie (Gold),,Cigar,Steel Stud,Steel Studs,Mouth Open (Right),FTW (F*ck The War),NFT (Instrumental),Round
Male,Red,Green (Dilated),,Voxel Rabbit Singlet,Collar (Pink),Cowboy Hat,,,Steel Rings & Studs,Blank,Markets,Electric Carrots,Subtle Nod
Female,Winter,Heart (Blue),,,Bowtie (Gold),Holographic Cap,Pacifier,Steel Ring,Steel Studs,Mouth Open (Middle),After Party,L.O.V.E.,Side Nod
Female,Zebra,Heart (Blue),,Boob Tube,,Tuft (Base),Medical Mask,,FLUF Tag,Blank,ASTO Discovery Portal,All I Need,Subtle Nod
Male,Parrot,Green,3D Glasses,Voxel Rabbit Singlet,Bowtie (Red),Cowboy Hat,Whistle,,,Mouth Open (Middle),Markets,What the FLUF,Big Nod
Female,Highlighter,Blue,,,,,Pacifier,,Gold Bows,Mouth Open (Middle) + Wink,FTW (F*ck The War),Hop On By,Round
Male,Brown,Blue,Sunglasses,FLUF Jacket,Bowtie (Red),Conical Hat,Joint,Steel Ring,Gold Studs,Mouth Open (Right),Markets,Desert Digging,Round
Male,Ice Cream,Thirties,,White Singlet,Bowtie (Gold),Pirate Hat,Cigarette,,,Mouth Open (Right),Gallery,Rabbiton,Big Nod
Male,Grey,Blast,,,,Bandana,Cigarette,Clown Nose,Diamond Studs,Mouth Open (Right) + Wink,Lambo,Back in the Burrow,Side Nod
Male,Sky,Yellow,,Camo Jacket,Bowtie (Gold),Mohawk (Red),Lollipop,,Steel Rings,Anger,FTW (F*ck The War),Let The Story Begin,Side Nod
Female,Black & White,Brown,Fake Eyelashes,Gold Jacket,,,Pacifier,Bull Ring,,Mouth Open (Middle),Dunes,Coffee and Carrots,Bob
Male,Guernica,Heart (Red),,,Bowtie (Black),Halo,Lollipop,Bone,,Mouth Open (Left) + Wink,Mansion,Disco Rabbit,Bob
Female,Brown,Blue,,Pink Jacket,,Propeller Hat,Lollipop,Steel Ring,Gold Bows,Mouth Open (Left),Thank You For Having Us,FLUF You Up,Round
Male,Sandy,Purple,,,,Devil Horns,Joint,Steel Ring,Steel Studs,Mouth Open (Right),Mansion,L.O.V.E.,Round
Male,Sandy,Brown,Neon Glasses,Voxel Rabbit Singlet,,Sombrero,Pacifier,Bull Ring,Steel Rings,Mouth Open (Middle) + Wink,The Front,Wouldn't It Be,Subtle Nod
Male,Camo,Green (Dilated),Shutter Glasses,,Collar (Pink),Afro (Base),,Clown Nose,,Smile,Dunes,How You Feel,Round
Male,Zebra,Reptile (Yellow),Eye Patch,Camo Jacket,,,Joint,,Gold Rings,Mouth Open (Right),The Front,Back in the Burrow,Side Nod
Male,Peppermint,Scribble,,Sign My Carrot Singlet,Bowtie (Gold),Conical Hat,Party Horn,,Steel Studs,Anger,Gallery,Ear Wobbler,Round
Female,Cow,Cat (Brown),,Tie Dye Singlet,,,Carrot,,Gold Bows,Mouth Open (Right),Mystic Valley,Run Rabbit,Side Nod
Female,Peppermint,Mandala,,Digital Camo Singlet,Bowtie (Gold),,Joint,Bull Ring,,Mouth Open (Right),Pass,I Like to Party,Side To Side
Female,Brown,Red,,Camo Jacket,,Mullet (Black),,,,Grin,Mansion,Floating or Flying,Round
Male,Grey,Dollars,,Puffer Jacket,Bowtie (Gold),Gold Cap,Pacifier,Steel Ring,Steel Rings,Mouth Open (Middle) + Wink,Dunes,Reggae Rabbits,Bob
Male,Grey,Blue,Sunglasses,Puffer Jacket,,Sombrero,,Bone,Steel Rings,Blank,Heaven,Disco Rabbit,Groove
Male,Ice Cream,Scribble,,,Bowtie (Red),,Cigarette,Gold Ring,Bit Ear,Mouth Open (Right) + Wink,Pass,Eating Carrots in the Dark,Side To Side
Male,Barney,Green (Dilated),,Leather Vest,Gold Chain,,Joint,Diamond Stud,Gold Bows,Mouth Open (Right),Backalley,Eating Carrots in the Dark,Bob
Female,Sandy,Brown,Sunglasses,Yellow Rabbit Singlet,Collar (Pink),,Carrot,Gold Ring,Steel Studs,Mouth Open (Right),Garden,Reggae Rabbits,Subtle Nod
Male,Highlighter,Brown,,,Tie,Afro (Base),,Steel Stud,FLUF Tag,Anger,Mansion,Coffee and Carrots,Subtle Nod
Female,Sky,Green (Dilated),,,Collar (Pink),Cowboy Hat,Cigar,Steel Stud,Steel Rings,Mouth Open (Right),Thank You For Having Us,Lucky Foot,Side To Side
Female,Peppermint,Yellow,,Leather Vest,Bowtie (Gold),,Pipe,Bull Ring,Bandaged,Mouth Open (Right),Art Gallery,Coffee and Carrots,Side To Side
Female,Sandy,Xs,,,Collar (Pink),Afro (Base),,Steel Stud,FLUF Tag,Blank,Beach,Eating Carrots in the Dark,Bob
Female,Marshmellow,Fire,Fake Eyelashes,Dress,Bowtie (Black),,,,Gold Bows,Blank + Wink,Dunes,Hop On By,Side Nod
Female,Zebra,Cat (Blue),,,Headphones,Flower Crown,Lipstick,Clown Nose,FLUF Tag,Anger,Dunes,What the FLUF,Bob
Female,Retro,Scribble,,Digital Camo Singlet,,Tuft (Black),Medical Mask,,Gold Bows,Blank,Lambo,Desert Digging,Groove
Female,Orange,Green (Dilated),,,,Conical Hat,Carrot,,Steel Studs,Mouth Open (Right) + Wink,Spaceship,Back in the Burrow,Side Nod
Female,Cow,Brown,,Leather Vest,Gold Chain,,Lollipop,Clown Nose,Gold Rings,Anger,Beach,I Like to Party,Bob
Male,Camo,Blue,Safety Glasses,Tie Dye Singlet,Bowtie (Red),Birthday Hat,Cigar,,Gold Rings,Mouth Open (Right),Garden,Back in the Burrow,Big Nod
Male,Red,Green,,Boob Tube,Dog Tags,Cowboy Hat,Pacifier,Steel Ring,Gold Studs,Mouth Open (Middle),Star Explorer,Floating or Flying,Bob
Female,Grey,Green,,Flannel Jacket,,Mohawk (Base),,,FLUF Tag,Sad,Swamp,Eating Carrots in the Dark,Groove
Female,Zebra,Red (Dilated),,Black FLUF Singlet,,,Medical Mask,,,Blank,Mystic Valley,Back in the Burrow,Big Nod
Female,Black & White,Fire,,High Vis Vest,,Sombrero,Carrot,,Steel Rings & Studs,Mouth Open (Right) + Wink,Lambo,Back in the Burrow,Groove
Female,Brown,Blue,,,Collar (Pink),,Whistle,Diamond Stud,Steel Studs,Mouth Open (Middle),Markets,Back in the Burrow,Round
Male,Tiger,Reptile (White),,Camo Jacket,,Halo,Cigar,Gold Ring,Steel Rings,Mouth Open (Right),Lambo,Disco Rabbit,Groove
Female,Grey,Brown,,,Clock Necklace,,Party Horn,Bone,,Mouth Open (Left),Garden,Back in the Burrow,Bob
Male,Grey,Green,,,Bowtie (Black),Afro (Base),Cigar,Steel Stud,Steel Studs,Mouth Open (Right),FTW (F*ck The War),Back in the Burrow,Round
Male,Highlighter,Reptile (Yellow),,Voxel Rabbit Singlet,,,,Steel Stud,Santa Hat,Smile,Gallery,Disco Rabbit,Subtle Nod
Male,Grey,Green (Dilated),,Flannel Jacket,,FLUF Cap,Pipe,,Gold Bows,Mouth Open (Right),FTW (F*ck The War),I Love FLUF,Big Nod
Female,Sky,Brown,,Digital Camo Singlet,VIP lanyard,Tuft (Blonde),,,Red Ribbon,Smile,Dancing in the Shroomlight,Stardust,Side To Side
Male,Red,Blue,,Flannel Jacket,Bone Necklace,Tuft (Black),,,Gold Rings,Smile,The Wall,Disco Rabbit,Bob
Male,Winter,Thirties,Dive Goggles,,,Mullet (Black),Pipe,,,Mouth Open (Right),Tiki,Follow You,Side Nod
Male,Peppermint,Blue,3D Glasses,,Gold Chain,Mohawk (Base),Carrot,,,Mouth Open (Right),Lambo,Eating Carrots in the Dark,Groove
Male,Black & White,Green (Dilated),,Digital Camo Singlet,Bowtie (Gold),Birthday Hat,Party Horn,Gold Ring,,Mouth Open (Left) + Wink,Studio,Dubhop,Subtle Nod
Male,Sandy,Xs,,,Dog Tags,Mullet (Base),Medical Mask,,Steel Rings & Studs,Blank,Gallery,Disco Rabbit,Bob
Male,Winter,Yellow,,Red Balloon Singlet,,,Pipe,,,Mouth Open (Right),Pass,Electric Carrots,Subtle Nod
Female,Cow,Brown,Neon Glasses,,,Mullet (Black),Whistle,,Gold Studs,Mouth Open (Middle),After Party,NFT (Instrumental),Side Nod
Male,Winter,Blue,,,Bone Necklace,Sombrero,Joint,Steel Ring,Steel Rings & Studs,Mouth Open (Right),Fluf Haus LA 2022,Let It Go,Big Nod
Male,Brown,Green (Dilated),Star Glasses,Puffer Jacket,,Tuft (Base),,Gold Ring,Red Ribbon,Grin,Beach,Hop On By,Side To Side
Male,Peppermint,Green,Deal With It Glasses,Kimono,Collar (Black),Army Helmet,Cigarette,Steel Ring,,Mouth Open (Right),Gallery,Desert Digging,Bob
Male,Ice Cream,Blue,,Yellow Rabbit Singlet,Dog Tags,Gold Cap,Pipe,,,Mouth Open (Right) + Wink,Gallery,FLUF You Up,Side To Side
Male,Zebra,Green,Safety Glasses,,,,Whistle,Bull Ring,Gold Bows,Mouth Open (Middle) + Wink,Pre-Game,Messiah,Side Nod
Male,Moody Blue,Heart (Red),,,Bowtie (Red),Tuft (Black),Cigarette,Steel Ring,,Mouth Open (Right),Backalley,Shadows,Big Nod
Male,Orange,Brown,,Leather Vest,,,Lip Piercings,Gold Stud,Gold Rings & Studs,Smile,Dunes,How You Feel,Side To Side
Female,Retro,Mandala,,Tie Dye Singlet,Bowtie (Red),,Lollipop,,Red Ribbon,Anger,Mansion,Rabbiton,Side To Side
Female,Sky,Cat (Brown),Designer Glasses,,Collar (Black),Bandana,,Bone,Steel Studs,Sad,Heaven,Stardust,Subtle Nod
Male,Peppermint,Red,Designer Glasses,Gold Jacket,,Afro (Base),Joint,Bone,Steel Rings & Studs,Mouth Open (Right),Fluf Haus LA 2022,I Like to Party,Round
Male,Candy Floss,Reptile (Yellow),,High Vis Vest,Bowtie (Gold),Sun Visor,,Clown Nose,,Smile + Wink,Beach,Rabbiton,Round
Male,Red,Yellow,,Black FLUF Singlet,Collar (Pink),,Party Horn,Gold Ring,Steel Studs,Mouth Open (Left),Pass,Dubhop,Bob
Male,Winter,Brown,Speed Glasses,Puffer Jacket,,,Pacifier,Steel Ring,Bandaged,Mouth Open (Middle),Swamp,Rabbiton,Bob
Male,Black & White,Reptile (Yellow),,,Tie,Birthday Hat,,,Diamond Studs,Blank,FLUF Haus Miami 2021,Hop On By,Groove
Female,Brown,Brown,,Puffer Vest,,Mullet (Base),,Gold Ring,Gold Rings & Studs,Grin,Garden,Disco Rabbit,Side To Side
Male,Blue Blood,Brown,Eye Patch,Puffer Jacket,VIP lanyard,Tuft (Blonde),,Bone,,Blank,Pass,Follow You,Subtle Nod
Male,Winter,Red,Star Glasses,,Tie,,Cigarette,,,Mouth Open (Right),Backalley,FLUF You Up,Subtle Nod
Female,Sky,Scribble,,,Peace Necklace,,Lollipop,Gold Ring,Red Ribbon,Mouth Open (Left),Spaceship,Disco Rabbit,Subtle Nod
Male,Hawk,Purple,,,Collar (Pink),Sombrero,Lollipop,Steel Ring,Steel Studs,Mouth Open (Left),Mansion,FLUF You Up,Subtle Nod
Male,Candy Floss,Red,,,Collar (Pink),Mullet (Base),Carrot,Steel Ring,,Mouth Open (Right),Tiki,Ear Wobbler,Groove
Male,Peppermint,Blue,Aviators,,Collar (Black),Tuft (Blonde),,Gold Stud,Steel Rings,Blank,Gallery,Floating or Flying,Groove
Female,Black & White,Heart (Red),,,Bowtie (Black),Army Helmet,Lollipop,Steel Stud,Diamond Studs,Anger,Thank You For Having Us,Desert Digging,Subtle Nod
Male,Grey,Dollars,,,Bone Necklace,Army Helmet,Lollipop,Diamond Stud,Steel Studs,Mouth Open (Left),Backalley,Space Fluffle,Side To Side
Male,Black & White,Purple Rings,,,,Tennis Hat,Party Horn,Bone,Steel Rings & Studs,Anger,Garden,What the FLUF,Subtle Nod
Male,Highlighter,Green,,Digital Camo Singlet,Bowtie (Red),Mohawk (Black),,,Red Ribbon,Blank,Backalley,What the FLUF,Groove
Male,Sky,Cat (Blue),,Boob Tube,Dog Tags,FLUF Cap,Cigarette,Bloody,,Mouth Open (Right),Heaven,Electric Carrots,Groove
Male,Black & White,Green (Dilated),Fake Eyelashes,,,Sombrero,Joint,,,Mouth Open (Right),Beach,Eating Carrots in the Dark,Groove
Male,Orange,Purple,,Sign My Carrot Singlet,Dog Tags,Gold Cap,Pipe,Clown Nose,,Mouth Open (Right) + Wink,Lambo,Hop With Me,Subtle Nod
Male,Hawk,Glowing White,Sunglasses,FLUF Jacket,Bone Necklace,Cowboy Hat,Pipe,Steel Stud,,Mouth Open (Right),Swamp,Space Fluffle,Groove
Male,Peppermint,Heart (Blue),,Flannel Jacket,Bowtie (Red),,Lip Piercings,Steel Ring,Steel Rings,Smile + Wink,Backalley,Rabbiton,Side Nod
Male,Grey,Brown,Bug Eye Glasses,,Peace Necklace,Afro (Ginger),Joint,,,Mouth Open (Right),Gallery,Eating Carrots in the Dark,Side Nod
Male,Grey,Brown,Round Glasses,Sign My Carrot Singlet,,,Joint,Steel Ring,Gold Studs,Mouth Open (Right),Mansion,Hop With Me,Bob
Female,Grey,Fire,Star Glasses,,,Flower Crown,Cigarette,Steel Ring,Steel Rings,Mouth Open (Right),Garden,FLUF Ocean,Bob
Male,Darkness,Hypnotic,,Black FLUF Singlet,FLUF Logo Chain,Conical Hat,,Steel Stud,,Sad,Thank You For Having Us,I Love FLUF,Side Nod
Female,Sandy,Green (Dilated),,Yellow Rabbit Singlet,,Tuft (Base),,Steel Stud,Red Ribbon,Smile + Wink,Markets,Dubhop,Groove
Male,Darkness,Demon,Neon Glasses,Sign My Carrot Singlet,,Conical Hat,,Gold Stud,,Blank,Mansion,Dubhop,Round
Male,Black & White,Green,Safety Glasses,Digital Camo Singlet,Clock Necklace,Propeller Hat,Whistle,,,Mouth Open (Middle) + Wink,Mystic Valley,How Could You,Round
Male,Winter,Green,,,Glowstick Necklace,Tuft (Blonde),Cigarette,,Steel Studs,Mouth Open (Right),Garden,Disco Rabbit,Subtle Nod
